Month,DayofMonth,DayOfWeek,DepTime,CRSDepTime,UniqueCarrier,FlightNum,Distance,Dest,Cancelled
1,14,1,1405.0,1328,OH,5017,760,ATL,0
1,14,1,1735.0,1700,OH,5111,619,ATL,0
1,14,1,1840.0,1827,OH,5168,321,ATL,0
1,14,1,2045.0,2028,OH,5231,356,ATL,0
1,15,2,1815.0,1700,OH,4978,508,ATL,0
1,15,2,1345.0,1328,OH,5017,760,ATL,0
1,15,2,1915.0,1840,OH,5077,665,ATL,0
1,15,2,1805.0,1700,OH,5111,619,ATL,0
1,15,2,2050.0,2028,OH,5231,356,ATL,0
1,15,2,750.0,720,OH,5317,306,ATL,0
1,15,2,1126.0,1115,OH,5333,590,ATL,0
1,15,2,1800.0,1753,OH,5334,793,ATL,0
1,17,4,1250.0,1210,OH,4971,554,ATL,0
1,17,4,1825.0,1700,OH,4978,508,ATL,0
1,17,4,2055.0,1900,OH,5077,665,ATL,0
1,17,4,1808.0,1700,OH,5111,619,ATL,0
1,17,4,645.0,630,OH,5152,306,ATL,0
1,17,4,1920.0,1827,OH,5168,321,ATL,0
1,17,4,2150.0,2028,OH,5231,356,ATL,0
1,17,4,1423.0,1115,OH,5333,590,ATL,0
1,17,4,1830.0,1753,OH,5334,793,ATL,0
1,18,5,1230.0,1210,OH,4971,554,ATL,0
1,18,5,1832.0,1700,OH,4978,508,ATL,0
1,18,5,1338.0,1328,OH,5017,760,ATL,0
1,18,5,1924.0,1827,OH,5168,321,ATL,0
1,18,5,810.0,720,OH,5317,306,ATL,0
1,18,5,1135.0,1115,OH,5333,590,ATL,0
1,18,5,2020.0,1941,OH,5623,446,ATL,0
1,19,6,1530.0,1328,OH,5017,760,ATL,0
1,20,7,1243.0,1210,OH,4971,554,ATL,0
1,20,7,1725.0,1700,OH,4978,508,ATL,0
1,20,7,630.0,610,OH,5128,303,ATL,0
1,20,7,2210.0,2028,OH,5231,356,ATL,0
1,20,7,1150.0,1115,OH,5333,590,ATL,0
1,21,1,650.0,625,OH,4962,563,ATL,0
1,21,1,1850.0,1827,OH,5168,321,ATL,0
1,21,1,1853.0,1753,OH,5334,793,ATL,0
1,22,2,750.0,625,OH,4962,563,ATL,0
1,22,2,1810.0,1735,OH,5010,952,ATL,0
1,22,2,1955.0,1840,OH,5077,665,ATL,0
1,22,2,1840.0,1827,OH,5168,321,ATL,0
1,22,2,2245.0,1753,OH,5334,793,ATL,0
1,23,3,1710.0,1700,OH,4978,508,ATL,0
1,23,3,1354.0,1328,OH,5017,760,ATL,0
1,23,3,1844.0,1827,OH,5168,321,ATL,0
1,23,3,2140.0,2028,OH,5231,356,ATL,0
1,23,3,1835.0,1753,OH,5334,793,ATL,0
1,24,4,1225.0,1210,OH,4971,554,ATL,0
1,24,4,1715.0,1700,OH,4978,508,ATL,0
1,24,4,1800.0,1735,OH,5010,952,ATL,0
1,24,4,1711.0,1700,OH,5111,619,ATL,0
1,24,4,730.0,720,OH,5317,306,ATL,0
1,24,4,1130.0,1115,OH,5333,590,ATL,0
1,25,5,730.0,640,OH,4999,692,ATL,0
1,25,5,1920.0,1900,OH,5077,665,ATL,0
1,25,5,1710.0,1700,OH,5111,619,ATL,0
1,25,5,1835.0,1827,OH,5168,321,ATL,0
1,25,5,2045.0,2028,OH,5231,356,ATL,0
1,25,5,1809.0,1753,OH,5334,793,ATL,0
1,27,7,1217.0,1210,OH,4971,554,ATL,0
1,27,7,1710.0,1700,OH,5111,619,ATL,0
1,27,7,2044.0,2028,OH,5231,356,ATL,0
1,27,7,1805.0,1753,OH,5334,793,ATL,0
1,28,1,1340.0,1210,OH,4971,554,ATL,0
1,28,1,1830.0,1700,OH,4978,508,ATL,0
1,28,1,1845.0,1827,OH,5168,321,ATL,0
1,28,1,2300.0,1753,OH,5334,793,ATL,0
1,29,2,705.0,625,OH,4962,563,ATL,0
1,29,2,1208.0,1115,OH,5333,590,ATL,0
1,29,2,1800.0,1753,OH,5334,793,ATL,0
1,30,3,1221.0,1210,OH,4971,554,ATL,0
1,30,3,1709.0,1700,OH,4978,508,ATL,0
1,30,3,1755.0,1735,OH,5010,952,ATL,0
1,30,3,1910.0,1900,OH,5077,665,ATL,0
1,30,3,1710.0,1700,OH,5111,619,ATL,0
1,30,3,1848.0,1753,OH,5334,793,ATL,0
1,31,4,1745.0,1735,OH,5010,952,ATL,0
1,31,4,1715.0,1700,OH,5111,619,ATL,0
1,31,4,913.0,630,OH,5152,306,ATL,0
1,31,4,2035.0,2028,OH,5231,356,ATL,0
1,31,4,1305.0,1115,OH,5333,590,ATL,0
1,31,4,1840.0,1753,OH,5334,793,ATL,0
1,31,4,1305.0,1200,OH,5498,449,ATL,0
1,31,4,2030.0,1941,OH,5623,446,ATL,0
1,1,2,1507.0,1443,OO,1987,214,ATL,0
1,1,2,755.0,745,OO,1997,712,ATL,0
1,2,3,606.0,600,OO,1985,669,ATL,0
1,2,3,1451.0,1443,OO,1987,214,ATL,0
1,2,3,1027.0,1020,OO,1990,589,ATL,0
1,2,3,1023.0,1015,OO,1991,712,ATL,0
1,2,3,1120.0,630,OO,3772,1185,ATL,0
1,2,3,1152.0,1145,OO,3894,606,ATL,0
1,2,3,1754.0,1745,OO,3895,589,ATL,0
1,2,3,1828.0,1815,OO,3993,332,ATL,0
1,3,4,1047.0,1025,OO,1987,712,ATL,0
1,3,4,1506.0,1455,OO,1992,669,ATL,0
1,3,4,1819.0,1810,OO,1993,906,ATL,0
1,3,4,1155.0,1140,OO,3823,696,ATL,0
1,3,4,1217.0,1145,OO,3894,606,ATL,0
1,3,4,1830.0,1824,OO,3928,153,ATL,0
1,4,5,2122.0,1810,OO,1993,906,ATL,0
1,4,5,1242.0,1140,OO,3823,696,ATL,0
1,5,6,1207.0,1145,OO,3894,606,ATL,0
1,6,7,1110.0,630,OO,1984,1185,ATL,0
1,6,7,1033.0,1025,OO,1987,712,ATL,0
1,6,7,2117.0,1810,OO,1993,906,ATL,0
1,6,7,1257.0,1240,OO,3861,1352,ATL,0
1,6,7,1212.0,1145,OO,3894,606,ATL,0
1,6,7,1756.0,1750,OO,3941,214,ATL,0
1,7,1,1111.0,1025,OO,1987,712,ATL,0
1,7,1,1524.0,1455,OO,1992,669,ATL,0
1,7,1,1828.0,1810,OO,1993,906,ATL,0
1,7,1,1155.0,1140,OO,3823,696,ATL,0
1,7,1,1219.0,1145,OO,3894,606,ATL,0
1,8,2,1111.0,1025,OO,1976,589,ATL,0
1,8,2,716.0,630,OO,1984,1185,ATL,0
1,8,2,1740.0,1535,OO,1985,153,ATL,0
1,8,2,1217.0,1145,OO,3894,606,ATL,0
1,8,2,1945.0,1824,OO,3928,153,ATL,0
1,9,3,1902.0,1810,OO,1993,906,ATL,0
1,9,3,704.0,600,OO,1999,332,ATL,0
1,9,3,1200.0,1145,OO,3894,606,ATL,0
1,9,3,1809.0,1750,OO,3941,214,ATL,0
1,11,5,611.0,600,OO,1983,669,ATL,0
1,11,5,1441.0,1335,OO,1991,483,ATL,0
1,11,5,1823.0,1810,OO,1993,906,ATL,0
1,11,5,1920.0,1824,OO,3928,153,ATL,0
1,12,6,607.0,600,OO,1997,153,ATL,0
1,12,6,653.0,640,OO,3801,906,ATL,0
1,13,7,1247.0,1240,OO,3861,1352,ATL,0
1,13,7,1152.0,1145,OO,3894,606,ATL,0
1,14,1,1739.0,1730,OO,1980,589,ATL,0
1,16,3,2052.0,1730,OO,1980,589,ATL,0
1,16,3,2051.0,1824,OO,3928,153,ATL,0
1,17,4,1559.0,1535,OO,1985,153,ATL,0
1,17,4,1248.0,1226,OO,3816,589,ATL,0
1,17,4,1200.0,1145,OO,3894,606,ATL,0
1,17,4,1856.0,1750,OO,3941,214,ATL,0
1,18,5,1056.0,1025,OO,1976,589,ATL,0
1,18,5,1054.0,1025,OO,1987,712,ATL,0
1,18,5,1547.0,1455,OO,1992,669,ATL,0
1,18,5,1837.0,1810,OO,1993,906,ATL,0
1,18,5,800.0,600,OO,1997,153,ATL,0
1,18,5,647.0,640,OO,3801,906,ATL,0
1,19,6,1405.0,1315,OO,1976,1185,ATL,0
1,19,6,1759.0,1335,OO,1991,483,ATL,0
1,20,7,1323.0,1315,OO,1980,1185,ATL,0
1,20,7,1357.0,1335,OO,1991,483,ATL,0
1,20,7,1306.0,1240,OO,3861,1352,ATL,0
1,21,1,1038.0,1025,OO,1976,589,ATL,0
1,21,1,1546.0,1535,OO,1985,153,ATL,0
1,21,1,1942.0,1810,OO,1993,906,ATL,0
1,21,1,1202.0,1145,OO,3894,606,ATL,0
1,21,1,1810.0,1750,OO,3941,214,ATL,0
1,22,2,1047.0,1025,OO,1976,589,ATL,0
1,22,2,747.0,630,OO,1984,1185,ATL,0
1,22,2,1823.0,1810,OO,1993,906,ATL,0
1,22,2,618.0,600,OO,1997,153,ATL,0
1,22,2,612.0,600,OO,1999,332,ATL,0
1,22,2,1221.0,1145,OO,3894,606,ATL,0
1,24,4,607.0,600,OO,1999,332,ATL,0
1,26,6,1508.0,1315,OO,1976,1185,ATL,0
1,26,6,617.0,600,OO,1999,332,ATL,0
1,28,1,1034.0,1025,OO,1976,589,ATL,0
1,28,1,638.0,630,OO,1984,1185,ATL,0
1,28,1,2105.0,1810,OO,1993,906,ATL,0
1,28,1,1234.0,1226,OO,3816,589,ATL,0
1,29,2,1743.0,1730,OO,1980,589,ATL,0
1,29,2,1531.0,1455,OO,1992,669,ATL,0
1,29,2,659.0,640,OO,3801,906,ATL,0
1,30,3,1510.0,1455,OO,1992,669,ATL,0
1,31,4,1156.0,1140,OO,3823,696,ATL,0
1,31,4,1152.0,1145,OO,3894,606,ATL,0
1,7,1,1030.0,1019,UA,42,1199,ATL,0
1,8,2,1036.0,1019,UA,42,1199,ATL,0
1,15,2,1101.0,1019,UA,42,1199,ATL,0
1,17,4,1055.0,1019,UA,42,1199,ATL,0
1,18,5,1025.0,1019,UA,42,1199,ATL,0
1,19,6,1356.0,1019,UA,42,1199,ATL,0
1,21,1,1044.0,1019,UA,42,1199,ATL,0
1,24,4,1031.0,1019,UA,42,1199,ATL,0
1,25,5,1031.0,1019,UA,42,1199,ATL,0
1,8,2,1737.0,1555,UA,182,606,ATL,0
1,9,3,1645.0,1555,UA,182,606,ATL,0
1,10,4,1623.0,1555,UA,182,606,ATL,0
1,14,1,1616.0,1555,UA,182,606,ATL,0
1,15,2,1635.0,1555,UA,182,606,ATL,0
1,17,4,1601.0,1555,UA,182,606,ATL,0
1,23,3,1656.0,1642,UA,182,606,ATL,0
1,25,5,1623.0,1555,UA,182,606,ATL,0
1,30,3,1624.0,1555,UA,182,606,ATL,0
1,31,4,1614.0,1555,UA,182,606,ATL,0
1,1,2,1105.0,1040,UA,286,2139,ATL,0
1,3,4,1047.0,1040,UA,286,2139,ATL,0
1,5,6,1134.0,1040,UA,286,2139,ATL,0
1,1,2,1009.0,1001,UA,384,1199,ATL,0
1,6,7,1010.0,1001,UA,384,1199,ATL,0
1,7,1,1114.0,1040,UA,454,606,ATL,0
1,15,2,1050.0,1040,UA,454,606,ATL,0
1,31,4,1046.0,1040,UA,454,606,ATL,0
1,1,2,1907.0,1820,UA,566,606,ATL,0
1,2,3,1829.0,1820,UA,566,606,ATL,0
1,3,4,1859.0,1820,UA,566,606,ATL,0
1,4,5,2020.0,1820,UA,566,606,ATL,0
1,5,6,2016.0,1820,UA,566,606,ATL,0
1,6,7,1842.0,1826,UA,566,606,ATL,0
1,7,1,2034.0,1815,UA,566,606,ATL,0
1,8,2,1838.0,1815,UA,566,606,ATL,0
1,9,3,1956.0,1815,UA,566,606,ATL,0
1,10,4,1831.0,1815,UA,566,606,ATL,0
1,13,7,1823.0,1815,UA,566,606,ATL,0
1,14,1,1902.0,1815,UA,566,606,ATL,0
1,16,3,2042.0,1815,UA,566,606,ATL,0
1,17,4,2108.0,1815,UA,566,606,ATL,0
1,18,5,1824.0,1815,UA,566,606,ATL,0
1,21,1,1935.0,1815,UA,566,606,ATL,0
1,22,2,2020.0,1815,UA,566,606,ATL,0
1,23,3,1908.0,1815,UA,566,606,ATL,0
1,25,5,1835.0,1815,UA,566,606,ATL,0
1,30,3,1849.0,1815,UA,566,606,ATL,0
1,31,4,2200.0,1815,UA,566,606,ATL,0
1,6,7,836.0,625,UA,594,606,ATL,0
1,8,2,647.0,627,UA,594,606,ATL,0
1,11,5,644.0,627,UA,594,606,ATL,0
1,15,2,743.0,627,UA,594,606,ATL,0
1,22,2,634.0,627,UA,594,606,ATL,0
1,26,6,644.0,628,UA,594,606,ATL,0
1,28,1,635.0,627,UA,594,606,ATL,0
1,30,3,636.0,627,UA,594,606,ATL,0
1,31,4,650.0,627,UA,594,606,ATL,0
1,7,1,117.0,2056,UA,640,606,ATL,0
1,8,2,2236.0,2056,UA,640,606,ATL,0
1,10,4,2114.0,2056,UA,640,606,ATL,0
1,13,7,2133.0,2056,UA,640,606,ATL,0
1,14,1,2223.0,2056,UA,640,606,ATL,0
1,17,4,2238.0,2056,UA,640,606,ATL,0
1,18,5,2128.0,2056,UA,640,606,ATL,0
1,19,6,2141.0,2056,UA,640,606,ATL,0
1,21,1,2132.0,2056,UA,640,606,ATL,0
1,22,2,2116.0,2056,UA,640,606,ATL,0
1,23,3,2302.0,2056,UA,640,606,ATL,0
1,26,6,2228.0,2056,UA,640,606,ATL,0
1,28,1,2217.0,2056,UA,640,606,ATL,0
1,31,4,2342.0,2056,UA,640,606,ATL,0
1,1,2,1703.0,1636,UA,762,606,ATL,0
1,2,3,1712.0,1636,UA,762,606,ATL,0
1,5,6,1645.0,1636,UA,762,606,ATL,0
1,6,7,1717.0,1636,UA,762,606,ATL,0
1,7,1,1046.0,1040,UA,790,2139,ATL,0
1,8,2,1048.0,1040,UA,790,2139,ATL,0
1,9,3,1056.0,1040,UA,790,2139,ATL,0
1,10,4,1059.0,1040,UA,790,2139,ATL,0
1,11,5,1104.0,1040,UA,790,2139,ATL,0
1,19,6,1340.0,1040,UA,790,2139,ATL,0
1,20,7,1118.0,1040,UA,790,2139,ATL,0
1,21,1,1112.0,1040,UA,790,2139,ATL,0
1,22,2,1051.0,1040,UA,790,2139,ATL,0
1,23,3,1106.0,1040,UA,790,2139,ATL,0
1,25,5,1110.0,1040,UA,790,2139,ATL,0
1,1,2,2126.0,2057,UA,796,606,ATL,0
1,2,3,2140.0,2057,UA,796,606,ATL,0
1,4,5,2144.0,2057,UA,796,606,ATL,0
1,5,6,2338.0,2059,UA,796,606,ATL,0
1,6,7,2122.0,2057,UA,796,606,ATL,0
1,1,2,1403.0,1329,UA,896,606,ATL,0
1,2,3,1350.0,1329,UA,896,606,ATL,0
1,4,5,1405.0,1329,UA,896,606,ATL,0
1,14,1,1323.0,1315,UA,896,606,ATL,0
1,16,3,1413.0,1315,UA,896,606,ATL,0
1,17,4,1328.0,1315,UA,896,606,ATL,0
1,18,5,1330.0,1315,UA,896,606,ATL,0
1,27,7,1335.0,1315,UA,896,606,ATL,0
1,31,4,1337.0,1315,UA,896,606,ATL,0
1,2,3,1112.0,1040,UA,975,606,ATL,0
1,5,6,1056.0,1040,UA,975,606,ATL,0
1,6,7,1124.0,1040,UA,975,606,ATL,0
1,1,2,37.0,2359,US,1734,1747,ATL,0
1,1,2,2057.0,2025,US,1469,665,ATL,0
1,1,2,1311.0,1304,US,612,1587,ATL,0
1,1,2,2035.0,1951,US,616,1587,ATL,0
1,2,3,1152.0,1145,US,1401,227,ATL,0
1,2,3,9.0,2359,US,1734,1747,ATL,0
1,3,4,1151.0,1145,US,1401,227,ATL,0
1,3,4,2007.0,1945,US,1909,227,ATL,0
1,3,4,23.0,2359,US,1734,1747,ATL,0
1,3,4,1628.0,1622,US,614,1587,ATL,0
1,4,5,36.0,2359,US,1734,1747,ATL,0
1,4,5,1639.0,1622,US,614,1587,ATL,0
1,5,6,17.0,2359,US,1734,1747,ATL,0
1,5,6,1136.0,1004,US,610,1587,ATL,0
1,5,6,1325.0,1304,US,612,1587,ATL,0
1,5,6,2021.0,1951,US,616,1587,ATL,0
1,6,7,1636.0,1610,US,618,1747,ATL,0
1,6,7,1654.0,1622,US,614,1587,ATL,0
1,6,7,2008.0,1951,US,616,1587,ATL,0
1,7,1,1155.0,1140,US,1429,227,ATL,0
1,7,1,1956.0,1945,US,1909,227,ATL,0
1,7,1,1647.0,1610,US,618,1747,ATL,0
1,7,1,1152.0,1119,US,610,1587,ATL,0
1,7,1,1315.0,1304,US,612,1587,ATL,0
1,7,1,1707.0,1622,US,614,1587,ATL,0
1,7,1,1959.0,1951,US,616,1587,ATL,0
1,9,3,1158.0,1130,US,1407,665,ATL,0
1,9,3,1127.0,1119,US,610,1587,ATL,0
1,10,4,1254.0,1130,US,1407,665,ATL,0
1,10,4,2046.0,2025,US,1469,665,ATL,0
1,11,5,1148.0,1119,US,610,1587,ATL,0
1,12,6,1112.0,1004,US,610,1587,ATL,0
1,12,6,1741.0,1622,US,614,1587,ATL,0
1,13,7,2050.0,2025,US,1469,665,ATL,0
1,15,2,1219.0,1140,US,1429,227,ATL,0
1,15,2,1958.0,1945,US,1909,227,ATL,0
1,16,3,2217.0,1945,US,1909,227,ATL,0
1,16,3,2236.0,2025,US,1469,665,ATL,0
1,16,3,1408.0,1304,US,612,1587,ATL,0
1,16,3,1632.0,1622,US,614,1587,ATL,0
1,16,3,2050.0,1951,US,616,1587,ATL,0
